a01	div	dcode	uzcode	uncode	vcode_n	div_name	district	district_name	upazila	upazila_name	union	union_name	hh_type	a02	a10	a11	a12	a13	a14	a15	a16_dd	a16_mm	a16_yy	a17_dd	a17_mm	a17_yy	a18	a19	a20_dd	a20_mm	a20_yy	a21	flagaddl	sample_type	regnm	flag_org	aez_name	flag_smpl
2822	"40"	55	5557	555721	211.0	"Khulna"	"55"	"Magura"	"5557"	"Magura Sadar"	"555721"	"Atharakhada"	2	4	2	1	99	2	1	1	20	2	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2823	"40"	55	5557	555721	211.0	"Khulna"	"55"	"Magura"	"5557"	"Magura Sadar"	"555721"	"Atharakhada"	2	7	2	1	99	2	1	1	18	2	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2824	"40"	55	5557	555721	211.0	"Khulna"	"55"	"Magura"	"5557"	"Magura Sadar"	"555721"	"Atharakhada"	2	10	1	1	98	2	1	1	19	2	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2825	"40"	55	5557	555721	211.0	"Khulna"	"55"	"Magura"	"5557"	"Magura Sadar"	"555721"	"Atharakhada"	2	12	2	1	98	2	1	1	20	2	2012	21	2	2012	112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2826	"40"	55	5557	555721	211.0	"Khulna"	"55"	"Magura"	"5557"	"Magura Sadar"	"555721"	"Atharakhada"	2	15	2	1	98	2	1	1	17	2	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2827	"40"	55	5557	555721	211.0	"Khulna"	"55"	"Magura"	"5557"	"Magura Sadar"	"555721"	"Atharakhada"	2	17	2	1	4	2	1	1	17	2	2012				113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2828	"40"	55	5557	555721	211.0	"Khulna"	"55"	"Magura"	"5557"	"Magura Sadar"	"555721"	"Atharakhada"	2	20	2	1	98	2	1	1	21	2	2012				113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2829	"40"	55	5557	555721	211.0	"Khulna"	"55"	"Magura"	"5557"	"Magura Sadar"	"555721"	"Atharakhada"	2	23	2	1	99	2	1	1	18	2	2012				113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2830	"40"	55	5557	555721	211.0	"Khulna"	"55"	"Magura"	"5557"	"Magura Sadar"	"555721"	"Atharakhada"	2	25	2	1	99	2	1	1	21	2	2012				113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2831	"40"	55	5557	555721	211.0	"Khulna"	"55"	"Magura"	"5557"	"Magura Sadar"	"555721"	"Atharakhada"	2	28	1	1	98	2	1	1	17	2	2012				113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2832	"40"	55	5557	555721	211.0	"Khulna"	"55"	"Magura"	"5557"	"Magura Sadar"	"555721"	"Atharakhada"	2	30	2	1	98	2	1	1	20	2	2012				113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2833	"40"	55	5557	555721	211.0	"Khulna"	"55"	"Magura"	"5557"	"Magura Sadar"	"555721"	"Atharakhada"	2	33	2	1	98	2	1	1	19	2	2012				113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2834	"40"	55	5557	555721	211.0	"Khulna"	"55"	"Magura"	"5557"	"Magura Sadar"	"555721"	"Atharakhada"	2	36	1	1	99	2	1	1	20	2	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2835	"40"	55	5557	555721	211.0	"Khulna"	"55"	"Magura"	"5557"	"Magura Sadar"	"555721"	"Atharakhada"	2	38	1	2	98	2	1	1	18	2	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2836	"40"	55	5557	555721	211.0	"Khulna"	"55"	"Magura"	"5557"	"Magura Sadar"	"555721"	"Atharakhada"	2	41	2	1	98	2	1	1	21	2	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2837	"40"	55	5557	555721	211.0	"Khulna"	"55"	"Magura"	"5557"	"Magura Sadar"	"555721"	"Atharakhada"	2	43	2	1	98	2	1	1	17	2	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2838	"40"	55	5557	555721	211.0	"Khulna"	"55"	"Magura"	"5557"	"Magura Sadar"	"555721"	"Atharakhada"	2	46	2	1	98	2	1	1	19	2	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2839	"40"	55	5557	555721	211.0	"Khulna"	"55"	"Magura"	"5557"	"Magura Sadar"	"555721"	"Atharakhada"	2	49	2	1	98	2	1	1	18	2	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2840	"40"	55	5557	555721	211.0	"Khulna"	"55"	"Magura"	"5557"	"Magura Sadar"	"555721"	"Atharakhada"	2	51	2	1	98	2	1	1	19	2	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2841	"40"	55	5585	558547	213.0	"Khulna"	"55"	"Magura"	"5585"	"Shalikha"	"558547"	"Gangarampur"	2	11	2	1	99	1	1	1	15	2	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2842	"40"	55	5585	558547	213.0	"Khulna"	"55"	"Magura"	"5585"	"Shalikha"	"558547"	"Gangarampur"	2	24	2	1	98	2	1	1	13	2	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2843	"40"	55	5585	558547	213.0	"Khulna"	"55"	"Magura"	"5585"	"Shalikha"	"558547"	"Gangarampur"	2	36	1	1	99	1	1	1	14	2	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2844	"40"	55	5585	558547	213.0	"Khulna"	"55"	"Magura"	"5585"	"Shalikha"	"558547"	"Gangarampur"	2	49	2	1	98	2	1	1	15	2	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2845	"40"	55	5585	558547	213.0	"Khulna"	"55"	"Magura"	"5585"	"Shalikha"	"558547"	"Gangarampur"	2	62	2	1	98	1	1	1	13	2	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2846	"40"	55	5585	558547	213.0	"Khulna"	"55"	"Magura"	"5585"	"Shalikha"	"558547"	"Gangarampur"	2	74	2	1	98	1	1	1	12	2	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2847	"40"	55	5585	558547	213.0	"Khulna"	"55"	"Magura"	"5585"	"Shalikha"	"558547"	"Gangarampur"	2	87	1	1	99	1	1	1	14	2	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2848	"40"	55	5585	558547	213.0	"Khulna"	"55"	"Magura"	"5585"	"Shalikha"	"558547"	"Gangarampur"	2	100	2	1	98	1	1	1	15	2	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2849	"40"	55	5585	558547	213.0	"Khulna"	"55"	"Magura"	"5585"	"Shalikha"	"558547"	"Gangarampur"	2	112	2	1	98	1	1	1	14	2	2012	15	2	2012	112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2850	"40"	55	5585	558547	213.0	"Khulna"	"55"	"Magura"	"5585"	"Shalikha"	"558547"	"Gangarampur"	2	125	2	1	98	1	1	1	13	2	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2851	"40"	55	5585	558547	213.0	"Khulna"	"55"	"Magura"	"5585"	"Shalikha"	"558547"	"Gangarampur"	2	138	2	1	98	1	1	1	12	2	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2852	"40"	55	5585	558547	213.0	"Khulna"	"55"	"Magura"	"5585"	"Shalikha"	"558547"	"Gangarampur"	2	150	2	1	99	2	1	1	12	2	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2853	"40"	55	5585	558547	213.0	"Khulna"	"55"	"Magura"	"5585"	"Shalikha"	"558547"	"Gangarampur"	2	163	2	1	98	1	1	1	12	2	2012	13	2	2012	116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2854	"40"	55	5585	558547	213.0	"Khulna"	"55"	"Magura"	"5585"	"Shalikha"	"558547"	"Gangarampur"	2	176	2	1	98	1	1	1	14	2	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2855	"40"	55	5585	558547	213.0	"Khulna"	"55"	"Magura"	"5585"	"Shalikha"	"558547"	"Gangarampur"	2	188	3	1	98	1	1	1	12	2	2012	13	2	2012	113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2856	"40"	55	5585	558547	213.0	"Khulna"	"55"	"Magura"	"5585"	"Shalikha"	"558547"	"Gangarampur"	2	201	2	1	98	2	1	1	13	2	2012	14	2	2012	113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2857	"40"	55	5585	558547	213.0	"Khulna"	"55"	"Magura"	"5585"	"Shalikha"	"558547"	"Gangarampur"	2	214	2	1	98	2	1	1	15	2	2012				113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2858	"40"	55	5585	558547	213.0	"Khulna"	"55"	"Magura"	"5585"	"Shalikha"	"558547"	"Gangarampur"	2	226	2	1	98	2	1	1	14	2	2012	15	2	2012	113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2859	"40"	55	5585	558547	213.0	"Khulna"	"55"	"Magura"	"5585"	"Shalikha"	"558547"	"Gangarampur"	2	239	2	1	8	2	1	1	12	2	2012	13	2	2012	113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2860	"40"	55	5585	558547	213.0	"Khulna"	"55"	"Magura"	"5585"	"Shalikha"	"558547"	"Gangarampur"	2	251	2	1	99	1	1	1	15	2	2012				113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2861	"30"	56	5610	561085	121.0	"Dhaka"	"56"	"Manikganj"	"5610"	"Daulatpur"	"561085"	"Khalsi"	2	4	2	1	98	2	1	1	24	11	2011				119	17						3	"Low Ganges River Floodplain"		"Floodplain"	
2862	"30"	56	5610	561085	121.0	"Dhaka"	"56"	"Manikganj"	"5610"	"Daulatpur"	"561085"	"Khalsi"	2	14	2	1	98	2	1	1	28	11	2011				119	17						3	"Low Ganges River Floodplain"		"Floodplain"	
2863	"30"	56	5610	561085	121.0	"Dhaka"	"56"	"Manikganj"	"5610"	"Daulatpur"	"561085"	"Khalsi"	2	24	2	1	98	2	1	1	24	11	2011				122	17						3	"Low Ganges River Floodplain"		"Floodplain"	
2864	"30"	56	5610	561085	121.0	"Dhaka"	"56"	"Manikganj"	"5610"	"Daulatpur"	"561085"	"Khalsi"	2	33	2	1	98	2	1	1	25	11	2011				119	17						3	"Low Ganges River Floodplain"		"Floodplain"	
2865	"30"	56	5610	561085	121.0	"Dhaka"	"56"	"Manikganj"	"5610"	"Daulatpur"	"561085"	"Khalsi"	2	43	2	1	98	1	1	1	28	11	2011				122	17						3	"Low Ganges River Floodplain"		"Floodplain"	
2866	"30"	56	5610	561085	121.0	"Dhaka"	"56"	"Manikganj"	"5610"	"Daulatpur"	"561085"	"Khalsi"	2	53	2	1	98	2	1	1	28	11	2011				118	17						3	"Low Ganges River Floodplain"		"Floodplain"	
2867	"30"	56	5610	561085	121.0	"Dhaka"	"56"	"Manikganj"	"5610"	"Daulatpur"	"561085"	"Khalsi"	2	63	2	1	98	1	1	1	26	11	2011				119	17						3	"Low Ganges River Floodplain"		"Floodplain"	
2868	"30"	56	5610	561085	121.0	"Dhaka"	"56"	"Manikganj"	"5610"	"Daulatpur"	"561085"	"Khalsi"	2	72	2	1	99	1	1	1	25	11	2011				122	17						3	"Low Ganges River Floodplain"		"Floodplain"	
2869	"30"	56	5610	561085	121.0	"Dhaka"	"56"	"Manikganj"	"5610"	"Daulatpur"	"561085"	"Khalsi"	2	82	2	1	98	1	1	1	27	11	2011	28	11	2011	122	17						3	"Low Ganges River Floodplain"		"Floodplain"	
2870	"30"	56	5610	561085	121.0	"Dhaka"	"56"	"Manikganj"	"5610"	"Daulatpur"	"561085"	"Khalsi"	2	92	2	1	98	1	1	1	28	11	2011				122	17						3	"Low Ganges River Floodplain"		"Floodplain"	
2871	"30"	56	5610	561085	121.0	"Dhaka"	"56"	"Manikganj"	"5610"	"Daulatpur"	"561085"	"Khalsi"	2	101	2	1	98	1	1	1	25	11	2011				118	17						3	"Low Ganges River Floodplain"		"Floodplain"	
2872	"30"	56	5610	561085	121.0	"Dhaka"	"56"	"Manikganj"	"5610"	"Daulatpur"	"561085"	"Khalsi"	2	111	2	1	3	1	1	1	28	11	2011				118	17						3	"Low Ganges River Floodplain"		"Floodplain"	
2873	"30"	56	5610	561085	121.0	"Dhaka"	"56"	"Manikganj"	"5610"	"Daulatpur"	"561085"	"Khalsi"	2	123	2	1	98	1	1	1	26	11	2011				118	17						3	"Low Ganges River Floodplain"		"Floodplain"	
2874	"30"	56	5610	561085	121.0	"Dhaka"	"56"	"Manikganj"	"5610"	"Daulatpur"	"561085"	"Khalsi"	2	130	1	1	99	1	1	1	27	11	2011				118	17						3	"Low Ganges River Floodplain"		"Floodplain"	
2875	"30"	56	5610	561085	121.0	"Dhaka"	"56"	"Manikganj"	"5610"	"Daulatpur"	"561085"	"Khalsi"	2	140	1	1	99	1	1	1	27	11	2011				119	17						3	"Low Ganges River Floodplain"		"Floodplain"	
2876	"30"	56	5610	561085	121.0	"Dhaka"	"56"	"Manikganj"	"5610"	"Daulatpur"	"561085"	"Khalsi"	2	150	2	1	99	1	1	1	25	11	2011				119	17						3	"Low Ganges River Floodplain"		"Floodplain"	
2877	"30"	56	5610	561085	121.0	"Dhaka"	"56"	"Manikganj"	"5610"	"Daulatpur"	"561085"	"Khalsi"	2	160	2	1	98	1	1	1	26	11	2011				122	17						3	"Low Ganges River Floodplain"		"Floodplain"	
2878	"30"	56	5610	561085	121.0	"Dhaka"	"56"	"Manikganj"	"5610"	"Daulatpur"	"561085"	"Khalsi"	2	169	2	1	99	1	1	1	27	11	2011				122	17						3	"Low Ganges River Floodplain"		"Floodplain"	
2879	"30"	56	5610	561085	121.0	"Dhaka"	"56"	"Manikganj"	"5610"	"Daulatpur"	"561085"	"Khalsi"	2	179	2	1	3	1	1	1	24	11	2011				118	17						3	"Low Ganges River Floodplain"		"Floodplain"	
2880	"30"	56	5610	561085	121.0	"Dhaka"	"56"	"Manikganj"	"5610"	"Daulatpur"	"561085"	"Khalsi"	2	189	2	1	99	1	1	1	24	11	2011				118	17						3	"Low Ganges River Floodplain"		"Floodplain"	
2881	"30"	56	5628	562880	122.0	"Dhaka"	"56"	"Manikganj"	"5628"	"Harirampur"	"562880"	"Lesraganj"	2	4	2	1	3	1	1	1	17	12	2011				119	17						3	"Active Ganges Floodplain"		"Floodplain"	
2882	"30"	56	5628	562880	122.0	"Dhaka"	"56"	"Manikganj"	"5628"	"Harirampur"	"562880"	"Lesraganj"	2	11	2	1	99	1	1	1	13	12	2011				119	17						3	"Active Ganges Floodplain"		"Floodplain"	
2883	"30"	56	5628	562880	122.0	"Dhaka"	"56"	"Manikganj"	"5628"	"Harirampur"	"562880"	"Lesraganj"	2	17	2	1	99	1	1	1	15	12	2011				119	17						3	"Active Ganges Floodplain"		"Floodplain"	
2884	"30"	56	5628	562880	122.0	"Dhaka"	"56"	"Manikganj"	"5628"	"Harirampur"	"562880"	"Lesraganj"	2	24	2	1	98	1	1	1	17	12	2011				122	17						3	"Active Ganges Floodplain"		"Floodplain"	
2885	"30"	56	5628	562880	122.0	"Dhaka"	"56"	"Manikganj"	"5628"	"Harirampur"	"562880"	"Lesraganj"	2	30	2	1	98	1	1	1	17	12	2011				118	17						3	"Active Ganges Floodplain"		"Floodplain"	
2886	"30"	56	5628	562880	122.0	"Dhaka"	"56"	"Manikganj"	"5628"	"Harirampur"	"562880"	"Lesraganj"	2	37	1	1	99	1	1	1	15	12	2011				119	17						3	"Active Ganges Floodplain"		"Floodplain"	
2887	"30"	56	5628	562880	122.0	"Dhaka"	"56"	"Manikganj"	"5628"	"Harirampur"	"562880"	"Lesraganj"	2	44	1	1	99	1	1	1	16	12	2011				118	17						3	"Active Ganges Floodplain"		"Floodplain"	
2888	"30"	56	5628	562880	122.0	"Dhaka"	"56"	"Manikganj"	"5628"	"Harirampur"	"562880"	"Lesraganj"	2	50	2	1	98	1	1	1	17	12	2011	18	12	2011	118	17						3	"Active Ganges Floodplain"		"Floodplain"	
2889	"30"	56	5628	562880	122.0	"Dhaka"	"56"	"Manikganj"	"5628"	"Harirampur"	"562880"	"Lesraganj"	2	57	2	1	5	1	1	1	16	12	2011				119	17						3	"Active Ganges Floodplain"		"Floodplain"	
2890	"30"	56	5628	562880	122.0	"Dhaka"	"56"	"Manikganj"	"5628"	"Harirampur"	"562880"	"Lesraganj"	2	63	2	1	98	1	1	1	16	12	2011				122	17						3	"Active Ganges Floodplain"		"Floodplain"	
2891	"30"	56	5628	562880	122.0	"Dhaka"	"56"	"Manikganj"	"5628"	"Harirampur"	"562880"	"Lesraganj"	2	70	2	1	99	1	1	1	13	12	2011				122	17						3	"Active Ganges Floodplain"		"Floodplain"	
2892	"30"	56	5628	562880	122.0	"Dhaka"	"56"	"Manikganj"	"5628"	"Harirampur"	"562880"	"Lesraganj"	2	76	6	1	4	1	1	1	13	12	2011				118	17						3	"Active Ganges Floodplain"		"Floodplain"	
2893	"30"	56	5628	562880	122.0	"Dhaka"	"56"	"Manikganj"	"5628"	"Harirampur"	"562880"	"Lesraganj"	2	83	2	1	99	1	1	1	17	12	2011				118	17						3	"Active Ganges Floodplain"		"Floodplain"	
2894	"30"	56	5628	562880	122.0	"Dhaka"	"56"	"Manikganj"	"5628"	"Harirampur"	"562880"	"Lesraganj"	2	89	2	1	99	1	1	1	15	12	2011				118	17						3	"Active Ganges Floodplain"		"Floodplain"	
2895	"30"	56	5628	562880	122.0	"Dhaka"	"56"	"Manikganj"	"5628"	"Harirampur"	"562880"	"Lesraganj"	2	96	2	1	98	1	1	1	14	12	2011	15	12	2011	118	17						3	"Active Ganges Floodplain"		"Floodplain"	
2896	"30"	56	5628	562880	122.0	"Dhaka"	"56"	"Manikganj"	"5628"	"Harirampur"	"562880"	"Lesraganj"	2	103	2	1	99	1	1	1	17	12	2011				122	17						3	"Active Ganges Floodplain"		"Floodplain"	
2897	"30"	56	5628	562880	122.0	"Dhaka"	"56"	"Manikganj"	"5628"	"Harirampur"	"562880"	"Lesraganj"	2	109	1	1	98	1	1	1	17	12	2011				119	17						3	"Active Ganges Floodplain"		"Floodplain"	
2898	"30"	56	5628	562880	122.0	"Dhaka"	"56"	"Manikganj"	"5628"	"Harirampur"	"562880"	"Lesraganj"	2	116	2	1	98	1	1	1	15	12	2011				122	17						3	"Active Ganges Floodplain"		"Floodplain"	
2899	"30"	56	5628	562880	122.0	"Dhaka"	"56"	"Manikganj"	"5628"	"Harirampur"	"562880"	"Lesraganj"	2	123	2	1	99	1	1	1	18	12	2011				119	17						3	"Active Ganges Floodplain"		"Floodplain"	
2900	"30"	56	5628	562880	122.0	"Dhaka"	"56"	"Manikganj"	"5628"	"Harirampur"	"562880"	"Lesraganj"	2	129	2	1	98	1	1	1	15	12	2011				122	17						3	"Active Ganges Floodplain"		"Floodplain"	
2901	"30"	56	5670	567057	123.0	"Dhaka"	"56"	"Manikganj"	"5670"	"Saturia"	"567057"	"Dhankora"	2	2	2	1	98	2	1	1	3	12	2011				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2902	"30"	56	5670	567057	123.0	"Dhaka"	"56"	"Manikganj"	"5670"	"Saturia"	"567057"	"Dhankora"	2	5	2	1	98	2	1	1	3	12	2011				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2903	"30"	56	5670	567057	123.0	"Dhaka"	"56"	"Manikganj"	"5670"	"Saturia"	"567057"	"Dhankora"	2	8	2	1	98	2	1	1	1	12	2011				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2904	"30"	56	5670	567057	123.0	"Dhaka"	"56"	"Manikganj"	"5670"	"Saturia"	"567057"	"Dhankora"	2	11	1	1	98	2	1	1	1	12	2011				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2905	"30"	56	5670	567057	123.0	"Dhaka"	"56"	"Manikganj"	"5670"	"Saturia"	"567057"	"Dhankora"	2	14	2	1	98	1	1	1	3	12	2011				119	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2906	"30"	56	5670	567057	123.0	"Dhaka"	"56"	"Manikganj"	"5670"	"Saturia"	"567057"	"Dhankora"	2	17	1	1	99	1	1	1	30	11	2011				119	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2907	"30"	56	5670	567057	123.0	"Dhaka"	"56"	"Manikganj"	"5670"	"Saturia"	"567057"	"Dhankora"	2	20	2	1	99	1	1	1	4	12	2011				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2908	"30"	56	5670	567057	123.0	"Dhaka"	"56"	"Manikganj"	"5670"	"Saturia"	"567057"	"Dhankora"	2	23	2	1	98	1	1	1	2	12	2011				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2909	"30"	56	5670	567057	123.0	"Dhaka"	"56"	"Manikganj"	"5670"	"Saturia"	"567057"	"Dhankora"	2	26	2	1	98	1	1	1	3	12	2011				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2910	"30"	56	5670	567057	123.0	"Dhaka"	"56"	"Manikganj"	"5670"	"Saturia"	"567057"	"Dhankora"	2	29	2	1	98	2	1	1	4	12	2011				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2911	"30"	56	5670	567057	123.0	"Dhaka"	"56"	"Manikganj"	"5670"	"Saturia"	"567057"	"Dhankora"	2	32	2	1	99	1	1	1	30	11	2011				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2912	"30"	56	5670	567057	123.0	"Dhaka"	"56"	"Manikganj"	"5670"	"Saturia"	"567057"	"Dhankora"	2	35	2	1	99	1	1	1	2	12	2011				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2913	"30"	56	5670	567057	123.0	"Dhaka"	"56"	"Manikganj"	"5670"	"Saturia"	"567057"	"Dhankora"	2	38	2	1	98	1	1	1	2	12	2011				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2914	"30"	56	5670	567057	123.0	"Dhaka"	"56"	"Manikganj"	"5670"	"Saturia"	"567057"	"Dhankora"	2	41	2	1	98	2	1	1	1	12	2011				119	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2915	"30"	56	5670	567057	123.0	"Dhaka"	"56"	"Manikganj"	"5670"	"Saturia"	"567057"	"Dhankora"	2	44	2	1	99	1	1	1	4	12	2011				119	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2916	"30"	56	5670	567057	123.0	"Dhaka"	"56"	"Manikganj"	"5670"	"Saturia"	"567057"	"Dhankora"	2	47	2	1	1	1	1	1	30	11	2011				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2917	"30"	56	5670	567057	123.0	"Dhaka"	"56"	"Manikganj"	"5670"	"Saturia"	"567057"	"Dhankora"	2	50	2	1	99	1	1	1	2	12	2011				119	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2918	"30"	56	5670	567057	123.0	"Dhaka"	"56"	"Manikganj"	"5670"	"Saturia"	"567057"	"Dhankora"	2	53	2	1	98	1	1	1	1	12	2011				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2919	"30"	56	5670	567057	123.0	"Dhaka"	"56"	"Manikganj"	"5670"	"Saturia"	"567057"	"Dhankora"	2	56	2	1	98	2	1	1	1	12	2011				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2920	"30"	56	5670	567057	123.0	"Dhaka"	"56"	"Manikganj"	"5670"	"Saturia"	"567057"	"Dhankora"	2	59	2	1	98	2	1	1	1	12	2011				119	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2921	"30"	56	5682	568225	124.0	"Dhaka"	"56"	"Manikganj"	"5682"	"Singair"	"568225"	"Chandhar"	2	3	2	1	98	1	1	1	10	12	2011				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2922	"30"	56	5682	568225	124.0	"Dhaka"	"56"	"Manikganj"	"5682"	"Singair"	"568225"	"Chandhar"	2	9	2	1	99	1	1	1	9	12	2011				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2923	"30"	56	5682	568225	124.0	"Dhaka"	"56"	"Manikganj"	"5682"	"Singair"	"568225"	"Chandhar"	2	14	2	1	98	1	1	1	6	12	2011				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2924	"30"	56	5682	568225	124.0	"Dhaka"	"56"	"Manikganj"	"5682"	"Singair"	"568225"	"Chandhar"	2	19	2	1	99	1	1	1	7	12	2011				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2925	"30"	56	5682	568225	124.0	"Dhaka"	"56"	"Manikganj"	"5682"	"Singair"	"568225"	"Chandhar"	2	25	2	1	99	1	1	1	8	12	2011				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2926	"30"	56	5682	568225	124.0	"Dhaka"	"56"	"Manikganj"	"5682"	"Singair"	"568225"	"Chandhar"	2	30	2	1	99	1	1	1	8	12	2011				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2927	"30"	56	5682	568225	124.0	"Dhaka"	"56"	"Manikganj"	"5682"	"Singair"	"568225"	"Chandhar"	2	35	2	1	98	1	1	1	6	12	2011	10	12	2011	122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2928	"30"	56	5682	568225	124.0	"Dhaka"	"56"	"Manikganj"	"5682"	"Singair"	"568225"	"Chandhar"	2	41	2	1	98	1	1	1	6	12	2011				119	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2929	"30"	56	5682	568225	124.0	"Dhaka"	"56"	"Manikganj"	"5682"	"Singair"	"568225"	"Chandhar"	2	46	2	1	98	1	1	1	9	12	2011				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2930	"30"	56	5682	568225	124.0	"Dhaka"	"56"	"Manikganj"	"5682"	"Singair"	"568225"	"Chandhar"	2	52	2	1	98	1	1	1	10	12	2011				119	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2931	"30"	56	5682	568225	124.0	"Dhaka"	"56"	"Manikganj"	"5682"	"Singair"	"568225"	"Chandhar"	2	57	2	1	98	1	1	1	1	12	2011				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2932	"30"	56	5682	568225	124.0	"Dhaka"	"56"	"Manikganj"	"5682"	"Singair"	"568225"	"Chandhar"	2	62	2	1	98	1	1	1	8	12	2011				119	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2933	"30"	56	5682	568225	124.0	"Dhaka"	"56"	"Manikganj"	"5682"	"Singair"	"568225"	"Chandhar"	2	68	2	1	5	1	1	1	7	12	2011				119	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2934	"30"	56	5682	568225	124.0	"Dhaka"	"56"	"Manikganj"	"5682"	"Singair"	"568225"	"Chandhar"	2	73	2	1	98	1	1	1	6	12	2011				119	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2935	"30"	56	5682	568225	124.0	"Dhaka"	"56"	"Manikganj"	"5682"	"Singair"	"568225"	"Chandhar"	2	78	2	1	98	1	1	1	6	12	2011				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2936	"30"	56	5682	568225	124.0	"Dhaka"	"56"	"Manikganj"	"5682"	"Singair"	"568225"	"Chandhar"	2	84	2	1	99	1	1	1	10	12	2011				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2937	"30"	56	5682	568225	124.0	"Dhaka"	"56"	"Manikganj"	"5682"	"Singair"	"568225"	"Chandhar"	2	89	2	1	98	1	1	1	8	12	2011				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
